Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI,Source_File
2015-06-01,93.35555555555555,690.7622222222222,563.0422222222222,156.29111111111112,459.6644444444444,469.5733333333333,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
2015-07-01,98.3744394618834,691.7735426008969,566.5627802690583,148.35201793721973,500.4170403587444,496.13004484304935,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
2015-08-01,108.4110576923077,666.6538461538462,539.6490384615385,143.82932692307693,509.5480769230769,478.05288461538464,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
2015-09-01,81.3586956521739,711.820652173913,490.2282608695652,133.6983695652174,457.1902173913044,399.2364130434783,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
2015-10-01,65.40588235294118,750.25,418.77647058823527,105.8970588235294,475.41470588235296,333.2235294117648,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
2015-11-01,56.8339222614841,778.5406360424029,355.4840989399293,79.24028268551237,489.2685512367491,265.70318021201416,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
2015-12-01,52.22939068100359,766.6308243727599,304.98566308243727,94.43727598566308,368.61290322580646,218.3584229390681,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
2016-01-01,55.5728813559322,760.2372881355932,325.5728813559322,97.8406779661017,366.64406779661016,234.1084745762712,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
2016-02-01,62.94755244755245,823.1468531468531,423.6468531468532,105.63286713286712,462.1468531468532,316.24475524475525,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
2016-03-01,71.95901639344262,803.016393442623,501.77868852459017,130.8224043715847,496.4945355191257,409.96448087431696,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
2016-04-01,95.70769230769233,746.4538461538461,560.3128205128205,144.6871794871795,443.4051282051282,423.4923076923077,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
2016-05-01,99.38063063063063,705.0653153153153,573.5157657657658,154.11711711711712,396.5045045045045,431.8310810810811,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
2016-06-01,96.85777777777778,688.3577777777778,565.8444444444444,119.72888888888887,587.4466666666667,536.8111111111111,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
2016-07-01,95.79596412556054,697.4775784753364,566.4215246636771,134.7645739910314,496.3318385650224,484.13004484304935,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
2016-08-01,90.60963855421689,708.6,544.8746987951807,143.9855421686747,437.73493975903614,427.6096385542169,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
2016-09-01,76.12806539509536,738.1198910081744,495.7820163487738,119.5967302452316,492.2970027247956,397.84196185286106,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
2016-10-01,60.03529411764706,769.9,420.1735294117647,109.5264705882353,510.1676470588236,355.4264705882353,monthly_daylight_avg_623099_40.01_-99.74_2016.csv
